Id,Sex,Age Category,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2014,2015,2016,Time,Rank,TotalRaces,LastRace
205,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,1,1,1,0.511811196971,0.333248147202,3,1
206,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43679413513,0.118579095323,1,1
207,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6453338617,0.656018400204,1,1
208,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.415494353081,0.0728341426016,1,1
210,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.452149791956,0.161512905699,1,1
212,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,1,0,1,0.360395614557,0.0100945566062,2,1
213,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.685027409022,0.704318936877,1,1
215,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.480087180503,0.252747252747,1,1
216,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.423617990886,0.0902121134679,1,1
218,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.441384320719,0.131101456683,1,1
220,0,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.557558945908,0.467927421416,1,1
221,1,0.769230769231,0,0,0,0,0,0,1,0,0,0,0,0,1,0.82613433723,0.7395859954,2,1
222,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.382900733109,0.0258113979044,1,1
226,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,1,1,0.433343240209,0.10362892921,2,1
227,1,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.580774057196,0.53335037056,1,1
229,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.529984809458,0.388193202147,1,1
230,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.531569909517,0.393559928444,1,1
231,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.356251238359,0.00741119345771,1,1
232,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.515355656826,0.347814975722,1,1
233,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.364308830328,0.0132890365449,1,1
234,0,0.384615384615,0,0,0,0,1,0,0,0,0,0,0,0,1,0.444471963543,0.10835675952,2,1
235,0,0.153846153846,0,0,0,0,0,0,0,0,0,0,0,0,1,0.568390462981,0.497316636852,1,1
236,1,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.630902846576,0.62969588551,1,1
237,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4653259362,0.201380015334,1,1
239,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4435638333,0.135445949399,1,1
240,1,0.153846153846,0,0,0,0,0,0,0,0,0,0,0,0,1,0.433524866257,0.111423460261,1,1
242,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.393203883495,0.0370559672885,1,1
243,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.628360081897,0.623818042423,1,1
